runId,scrapedAt,source,productLineName,productLineId,productId,productName,cleanName,setName,setCode,setId,rarity,cardNumber,cardType,sealed,releaseDate,productUrl,imageUrl,thumbnailUrl,marketPrice,lowestPrice,lowestPriceWithShipping,medianPrice,listingsCount,availability,currency,lowestListingCondition,lowestListingPrinting,lowestListingLanguage,lowestListingSellerName,lowestListingQuantity,lowestListingPrice,lowestListingShippingPrice,lowestListingPriceWithShipping
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42356,Zapdos,Zapdos,Base Set,BS,604,Holo Rare,016/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42356/pokemon-base-set-zapdos,https://tcgplayer-cdn.tcgplayer.com/product/42356_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42356_200w.jpg,54.69,9,9.99,,273,Available,USD,Lightly Played,Holofoil,English,Card Addicts,1,37.23,3.99,41.22
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42357,Beedrill,Beedrill,Base Set,BS,604,Rare,017/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42357/pokemon-base-set-beedrill,https://tcgplayer-cdn.tcgplayer.com/product/42357_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42357_200w.jpg,6.06,0.3,0.38,6.18,576,Available,USD,Near Mint,Normal,English,SuperGamesInc,1,7.97,3.99,11.96
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42358,Dragonair,Dragonair,Base Set,BS,604,Rare,018/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42358/pokemon-base-set-dragonair,https://tcgplayer-cdn.tcgplayer.com/product/42358_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42358_200w.jpg,18,1,1,19.99,326,Available,USD,Near Mint,Normal,English,Win Condition Games,4,18.44,3.99,22.43
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42359,Dugtrio,Dugtrio,Base Set,BS,604,Rare,019/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42359/pokemon-base-set-dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/42359_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42359_200w.jpg,10.85,1,1,11.99,350,Available,USD,Lightly Played,Normal,English,Win Condition Games,2,6.47,3.99,10.46
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42360,Blastoise,Blastoise,Base Set,BS,604,Holo Rare,002/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42360/pokemon-base-set-blastoise,https://tcgplayer-cdn.tcgplayer.com/product/42360_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42360_200w.jpg,224.94,45,46.82,,186,Available,USD,Damaged,Holofoil,English,HMBL Inc,1,46.82,0,46.82
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42361,Electabuzz,Electabuzz,Base Set,BS,604,Rare,020/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42361/pokemon-base-set-electabuzz,https://tcgplayer-cdn.tcgplayer.com/product/42361_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42361_200w.jpg,10.56,0.74,0.9,12.11,429,Available,USD,Damaged,Normal,English,Meganium Market,1,1.5,1.49,2.99
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42362,Electrode,Electrode,Base Set,BS,604,Rare,021/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42362/pokemon-base-set-electrode,https://tcgplayer-cdn.tcgplayer.com/product/42362_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42362_200w.jpg,9.04,0.65,0.65,9.09,386,Available,USD,Near Mint,Normal,English,Win Condition Games,1,10.4,3.99,14.39
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42363,Pidgeotto,Pidgeotto,Base Set,BS,604,Rare,022/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42363/pokemon-base-set-pidgeotto,https://tcgplayer-cdn.tcgplayer.com/product/42363_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42363_200w.jpg,11.01,1.42,1.42,11.66,321,Available,USD,Near Mint,Normal,English,Win Condition Games,1,12.66,3.99,16.65
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42364,Arcanine,Arcanine,Base Set,BS,604,Uncommon,023/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42364/pokemon-base-set-arcanine,https://tcgplayer-cdn.tcgplayer.com/product/42364_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42364_200w.jpg,3.84,0.2,0.2,4.2,682,Available,USD,Near Mint,Normal,English,Win Condition Games,3,4.57,3.99,8.56
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42365,Charmeleon,Charmeleon,Base Set,BS,604,Uncommon,024/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42365/pokemon-base-set-charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/42365_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42365_200w.jpg,3.65,0.08,0.13,2.99,1243,Available,USD,Lightly Played,Normal,English,The Sand Man TCG,1,1.09,3.99,5.08
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42366,Dewgong,Dewgong,Base Set,BS,604,Uncommon,025/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42366/pokemon-base-set-dewgong,https://tcgplayer-cdn.tcgplayer.com/product/42366_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42366_200w.jpg,3.74,0.1,0.23,3.7,569,Available,USD,Near Mint,Normal,English,The Wasteland Gaming,1,8.99,3.99,12.98
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42367,Dratini,Dratini,Base Set,BS,604,Uncommon,026/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42367/pokemon-base-set-dratini,https://tcgplayer-cdn.tcgplayer.com/product/42367_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42367_200w.jpg,2.92,0.09,0.09,3.03,845,Available,USD,Lightly Played,Normal,English,Card Titan,1,1,3.99,4.99
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42368,Farfetch'd,Farfetch'd,Base Set,BS,604,Uncommon,027/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42368/pokemon-base-set-farfetchd,https://tcgplayer-cdn.tcgplayer.com/product/42368_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42368_200w.jpg,1.98,0.14,0.14,1.67,929,Available,USD,Lightly Played,Normal,English,TCGCardKingz,1,0.4,3.99,4.39
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42369,Growlithe,Growlithe,Base Set,BS,604,Uncommon,028/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42369/pokemon-base-set-growlithe,https://tcgplayer-cdn.tcgplayer.com/product/42369_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42369_200w.jpg,1.5,0.05,0.05,1.44,988,Available,USD,Near Mint,Normal,English,SuperGamesInc,2,1.97,3.99,5.96
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42370,Haunter,Haunter,Base Set,BS,604,Uncommon,029/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42370/pokemon-base-set-haunter,https://tcgplayer-cdn.tcgplayer.com/product/42370_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42370_200w.jpg,2.48,0.19,0.2,2.5,782,Available,USD,Near Mint,Normal,English,SuperGamesInc,2,4.97,3.99,8.96
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42371,Chansey,Chansey,Base Set,BS,604,Holo Rare,003/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42371/pokemon-base-set-chansey,https://tcgplayer-cdn.tcgplayer.com/product/42371_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42371_200w.jpg,62.84,7.25,7.45,,311,Available,USD,Near Mint,Holofoil,English,pdcards,2,229.95,3.99,233.94
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42372,Ivysaur,Ivysaur,Base Set,BS,604,Uncommon,030/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42372/pokemon-base-set-ivysaur,https://tcgplayer-cdn.tcgplayer.com/product/42372_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42372_200w.jpg,5.52,0.37,0.37,5.99,685,Available,USD,Near Mint,Normal,English,SuperGamesInc,1,7.47,3.99,11.46
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42373,Jynx,Jynx,Base Set,BS,604,Uncommon,031/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42373/pokemon-base-set-jynx,https://tcgplayer-cdn.tcgplayer.com/product/42373_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42373_200w.jpg,1.06,0.1,0.16,1.19,1027,Available,USD,Near Mint,Normal,English,BoulderGamingLLC,1,1.25,3.99,5.24
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42374,Kadabra,Kadabra,Base Set,BS,604,Uncommon,032/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42374/pokemon-base-set-kadabra,https://tcgplayer-cdn.tcgplayer.com/product/42374_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42374_200w.jpg,2.46,0.15,0.15,2.07,1006,Available,USD,Lightly Played,Normal,English,A & C Games,3,4.05,3.99,8.04
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42375,Kakuna,Kakuna,Base Set,BS,604,Uncommon,033/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42375/pokemon-base-set-kakuna,https://tcgplayer-cdn.tcgplayer.com/product/42375_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42375_200w.jpg,1.79,0.1,0.1,1.73,951,Available,USD,Lightly Played,Normal,English,SuperGamesInc,6,0.97,3.99,4.96
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42376,Machoke,Machoke,Base Set,BS,604,Uncommon,034/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42376/pokemon-base-set-machoke,https://tcgplayer-cdn.tcgplayer.com/product/42376_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42376_200w.jpg,0.78,0.05,0.1,0.99,1313,Available,USD,Near Mint,Normal,English,Verdant Mind TCG,3,0.81,3.99,4.8
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42377,Magikarp,Magikarp,Base Set,BS,604,Uncommon,035/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42377/pokemon-base-set-magikarp,https://tcgplayer-cdn.tcgplayer.com/product/42377_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42377_200w.jpg,3.03,0.1,0.1,3.5,749,Available,USD,Near Mint,Normal,English,HairyTarantulaCAN,1,2.8,3.99,6.79
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42378,Magmar,Magmar,Base Set,BS,604,Uncommon,036/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42378/pokemon-base-set-magmar,https://tcgplayer-cdn.tcgplayer.com/product/42378_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42378_200w.jpg,3.16,0.25,0.25,3.18,661,Available,USD,Damaged,Normal,English,madslikescardboard,1,0.25,1.49,1.74
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42379,Nidorino,Nidorino,Base Set,BS,604,Uncommon,037/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42379/pokemon-base-set-nidorino,https://tcgplayer-cdn.tcgplayer.com/product/42379_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42379_200w.jpg,3.31,0.14,0.14,3.24,591,Available,USD,Near Mint,Normal,English,KingSquee,1,19.97,3.99,23.96
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42380,Poliwhirl,Poliwhirl,Base Set,BS,604,Uncommon,038/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42380/pokemon-base-set-poliwhirl,https://tcgplayer-cdn.tcgplayer.com/product/42380_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42380_200w.jpg,2.07,0.1,0.1,1.9,886,Available,USD,Lightly Played,Normal,English,Gorge Pokeshop,1,0.94,3.99,4.93
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42381,Porygon,Porygon,Base Set,BS,604,Uncommon,039/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42381/pokemon-base-set-porygon,https://tcgplayer-cdn.tcgplayer.com/product/42381_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42381_200w.jpg,2.47,0.2,0.21,2.88,574,Available,USD,Near Mint,Normal,English,Verdant Mind TCG,1,4.95,3.99,8.94
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42382,Charizard,Charizard,Base Set,BS,604,Holo Rare,004/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42382/pokemon-base-set-charizard,https://tcgplayer-cdn.tcgplayer.com/product/42382_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42382_200w.jpg,897.19,175,175,,141,Available,USD,Damaged,Holofoil,English,UNCLE BENS PAWNSHOP,1,175,6.5,181.5
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42383,Raticate,Raticate,Base Set,BS,604,Uncommon,040/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42383/pokemon-base-set-raticate,https://tcgplayer-cdn.tcgplayer.com/product/42383_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42383_200w.jpg,2.63,0.25,0.25,3,608,Available,USD,Near Mint,Normal,English,Verdant Mind TCG,1,3.6,3.99,7.59
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42384,Seel,Seel,Base Set,BS,604,Uncommon,041/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42384/pokemon-base-set-seel,https://tcgplayer-cdn.tcgplayer.com/product/42384_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42384_200w.jpg,1.42,0.19,0.2,1.39,831,Available,USD,Near Mint,Normal,English,The Sand Man TCG,5,1.85,3.99,5.84
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42385,Wartortle,Wartortle,Base Set,BS,604,Uncommon,042/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42385/pokemon-base-set-wartortle,https://tcgplayer-cdn.tcgplayer.com/product/42385_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42385_200w.jpg,5.21,0.23,0.23,5.21,680,Available,USD,Near Mint,Normal,English,pdcards,1,96.91,3.99,100.9
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42386,Abra,Abra,Base Set,BS,604,Common,043/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42386/pokemon-base-set-abra,https://tcgplayer-cdn.tcgplayer.com/product/42386_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42386_200w.jpg,1.94,0.09,0.09,1.62,1451,Available,USD,Near Mint,Normal,English,The Wasteland Gaming,2,3,3.99,6.99
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42387,Bulbasaur,Bulbasaur,Base Set,BS,604,Common,044/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42387/pokemon-base-set-bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/42387_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42387_200w.jpg,3.19,0.1,0.2,3.37,1158,Available,USD,Near Mint,Normal,English,Verdant Mind TCG,2,4.45,3.99,8.44
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42388,Caterpie,Caterpie,Base Set,BS,604,Common,045/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42388/pokemon-base-set-caterpie,https://tcgplayer-cdn.tcgplayer.com/product/42388_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42388_200w.jpg,1.06,0.06,0.06,1.18,963,Available,USD,Near Mint,Normal,English,The Sand Man TCG,2,1.38,3.99,5.37
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42389,Charmander,Charmander,Base Set,BS,604,Common,046/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42389/pokemon-base-set-charmander,https://tcgplayer-cdn.tcgplayer.com/product/42389_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42389_200w.jpg,2.96,0.06,0.09,3.11,1533,Available,USD,Lightly Played,Normal,English,GameStar,5,1.26,3.99,5.25
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42390,Diglett,Diglett,Base Set,BS,604,Common,047/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42390/pokemon-base-set-diglett,https://tcgplayer-cdn.tcgplayer.com/product/42390_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42390_200w.jpg,1.08,0.05,0.05,1.12,1335,Available,USD,Lightly Played,Normal,English,LavenderTownTrading,1,0.4,3.99,4.39
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42391,Doduo,Doduo,Base Set,BS,604,Common,048/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42391/pokemon-base-set-doduo,https://tcgplayer-cdn.tcgplayer.com/product/42391_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42391_200w.jpg,1.25,0.1,0.1,1.24,941,Available,USD,Near Mint,Normal,English,SuperGamesInc,2,2.47,3.99,6.46
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42392,Drowzee,Drowzee,Base Set,BS,604,Common,049/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42392/pokemon-base-set-drowzee,https://tcgplayer-cdn.tcgplayer.com/product/42392_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42392_200w.jpg,1,0.1,0.12,0.95,1076,Available,USD,Lightly Played,Normal,English,GameScapeMVOH,6,0.43,3.99,4.42
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42393,Clefairy,Clefairy,Base Set,BS,604,Holo Rare,005/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42393/pokemon-base-set-clefairy,https://tcgplayer-cdn.tcgplayer.com/product/42393_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42393_200w.jpg,52.81,5.27,6.82,,280,Available,USD,Near Mint,Holofoil,English,pdcards,2,119.98,3.99,123.97
2026-09-03T09-23-42-672Z,2026-09-03T09:23:42.672Z,tcgplayer-search-api,Pokemon,3,42394,Gastly,Gastly,Base Set,BS,604,Common,050/102,Pokemon,false,1999-01-09T00:00:00Z,https://www.tcgplayer.com/product/42394/pokemon-base-set-gastly,https://tcgplayer-cdn.tcgplayer.com/product/42394_in_1000x1000.jpg,https://tcgplayer-cdn.tcgplayer.com/product/42394_200w.jpg,1.02,0.1,0.1,1.1,1024,Available,USD,Near Mint,Normal,English,KingSquee,1,17.57,3.99,21.56
